year,month,housing_units,time_c,housing_units_pred,deviations,detrend_deseas_data
1971.0,7.0,62.3,-233.5,58.91847520015572,3.3815247998442786,56.78152479984429
1971.0,8.0,69.3,-232.5,62.860654712379244,6.439345287620753,59.839345287620766
1971.0,9.0,65.5,-231.5,60.30500813764625,5.194991862353753,58.594991862353766
1971.0,10.0,66.4,-230.5,62.04066591073932,4.359334089260685,57.7593340892607
1971.0,11.0,63.7,-229.5,56.88719324904981,6.812806750950195,60.21280675095021
1971.0,12.0,73.6,-228.5,63.94676406562116,9.653235934378834,63.05323593437885
1972.0,1.0,67.6,-227.5,50.20850879523598,17.391491204764016,70.79149120476403
1972.0,2.0,61.2,-226.5,49.36155787267689,11.838442127323113,65.23844212732313
1972.0,3.0,61.4,-225.5,54.49286781968302,6.907132180316978,60.30713218031699
1972.0,4.0,64.9,-224.5,54.572003853645676,10.32799614635433,63.72799614635434
1972.0,5.0,61.8,-223.5,57.15766162673876,4.642338373261239,58.04233837326125
1972.0,6.0,73.5,-222.5,61.18462374765792,12.315376252342077,65.71537625234208
1972.0,7.0,71.5,-221.5,58.69419456422927,12.80580543577073,66.20580543577074
1972.0,8.0,81.4,-220.5,62.636374076452796,18.76362592354721,72.16362592354722
1972.0,9.0,73.4,-219.5,60.0807275017198,13.319272498280206,66.71927249828022
1972.0,10.0,82.2,-218.5,61.81638527481287,20.38361472518713,73.78361472518714
1972.0,11.0,64.0,-217.5,56.66291261312336,7.3370873868766395,60.73708738687665
1972.0,12.0,85.7,-216.5,63.72248342969471,21.97751657030529,75.3775165703053
1973.0,1.0,72.2,-215.5,49.98422815930953,22.215771840690472,75.61577184069048
1973.0,2.0,66.2,-214.5,49.13727723675044,17.06272276324956,70.46272276324957
1973.0,3.0,71.2,-213.5,54.26858718375657,16.93141281624343,70.33141281624344
1973.0,4.0,79.0,-212.5,54.34772321771923,24.652276782280772,78.05227678228079
1973.0,5.0,82.8,-211.5,56.93338099081231,25.866619009187687,79.2666190091877
1973.0,6.0,87.1,-210.5,60.960343111731476,26.13965688826852,79.53965688826852
1973.0,7.0,74.9,-209.5,58.46991392830283,16.430086071697175,69.8300860716972
1973.0,8.0,85.3,-208.5,62.41209344052634,22.887906559473656,76.28790655947367
1973.0,9.0,75.1,-207.5,59.85644686579335,15.243553134206643,68.64355313420666
1973.0,10.0,75.3,-206.5,61.59210463888643,13.707895361113565,67.10789536111358
1973.0,11.0,67.3,-205.5,56.43863197719692,10.861368022803077,64.26136802280308
1973.0,12.0,69.8,-204.5,63.498202793768264,6.301797206231733,59.701797206231745
1974.0,1.0,65.8,-203.5,49.75994752338308,16.040052476616914,69.44005247661693
1974.0,2.0,59.9,-202.5,48.91299660082401,10.98700339917599,64.387003399176
1974.0,3.0,64.1,-201.5,54.044306547830125,10.05569345216987,63.45569345216988
1974.0,4.0,61.8,-200.5,54.12344258179278,7.676557418207217,61.07655741820723
1974.0,5.0,60.3,-199.5,56.70910035488587,3.5908996451141277,56.99089964511414
1974.0,6.0,69.4,-198.5,60.736062475805035,8.66393752419497,62.06393752419498
1974.0,7.0,66.0,-197.5,58.24563329237638,7.754366707623618,61.15436670762363
1974.0,8.0,60.0,-196.5,62.1878128045999,-2.1878128045999006,51.21218719540011
1974.0,9.0,68.7,-195.5,59.632166229866904,9.067833770133099,62.46783377013311
1974.0,10.0,65.0,-194.5,61.367824002959985,3.632175997040015,57.03217599704003
1974.0,11.0,56.0,-193.5,56.21435134127047,-0.21435134127047206,53.18564865872954
1974.0,12.0,59.0,-192.5,63.27392215784182,-4.273922157841817,49.126077842158196
1975.0,1.0,50.3,-191.5,49.535666887456635,0.7643331125433619,54.164333112543375
1975.0,2.0,39.7,-190.5,48.68871596489756,-8.988715964897558,44.411284035102454
1975.0,3.0,44.1,-189.5,53.82002591190369,-9.72002591190369,43.67997408809632
1975.0,4.0,38.8,-188.5,53.89916194586633,-15.099161945866335,38.30083805413368
1975.0,5.0,42.1,-187.5,56.48481971895942,-14.38481971895942,39.01518028104059
1975.0,6.0,49.0,-186.5,60.511781839878594,-11.511781839878594,41.88821816012142
1975.0,7.0,47.4,-185.5,58.021352656449935,-10.621352656449936,42.77864734355008
1975.0,8.0,47.0,-184.5,61.96353216867345,-14.963532168673453,38.43646783132656
1975.0,9.0,39.1,-183.5,59.40788559394046,-20.307885593940462,33.09211440605955
1975.0,10.0,40.5,-182.5,61.14354336703354,-20.643543367033537,32.756456632966476
1975.0,11.0,45.3,-181.5,55.990070705344024,-10.690070705344027,42.709929294655986
1975.0,12.0,48.0,-180.5,63.049641521915376,-15.049641521915376,38.35035847808464
1976.0,1.0,36.5,-179.5,49.3113862515302,-12.811386251530202,40.58861374846981
1976.0,2.0,36.6,-178.5,48.46443532897111,-11.864435328971112,41.5355646710289
1976.0,3.0,38.6,-177.5,53.595745275977244,-14.995745275977242,38.40425472402277
1976.0,4.0,38.0,-176.5,53.6748813099399,-15.674881309939899,37.725118690060114
1976.0,5.0,40.5,-175.5,56.260539083032974,-15.760539083032974,37.63946091696704
1976.0,6.0,45.4,-174.5,60.28750120395215,-14.887501203952148,38.512498796047865
1976.0,7.0,43.3,-173.5,57.797072020523494,-14.497072020523497,38.902927979476516
1976.0,8.0,43.2,-172.5,61.739251532747005,-18.539251532747002,34.86074846725301
1976.0,9.0,46.3,-171.5,59.183604958014016,-12.883604958014018,40.516395041985994
1976.0,10.0,48.0,-170.5,60.919262731107096,-12.919262731107096,40.480737268892916
1976.0,11.0,48.4,-169.5,55.76579006941758,-7.365790069417578,46.034209930582435
1976.0,12.0,48.5,-168.5,62.82536088598893,-14.325360885988928,39.074639114011084
1977.0,1.0,37.7,-167.5,49.087105615603754,-11.387105615603751,42.01289438439626
1977.0,2.0,45.5,-166.5,48.240154693044666,-2.7401546930446656,50.65984530695535
1977.0,3.0,50.5,-165.5,53.371464640050796,-2.871464640050796,50.52853535994922
1977.0,4.0,43.8,-164.5,53.45060067401345,-9.650600674013454,43.74939932598656
1977.0,5.0,46.5,-163.5,56.03625844710653,-9.536258447106533,43.86374155289348
1977.0,6.0,55.0,-162.5,60.0632205680257,-5.063220568025699,48.336779431974314
1977.0,7.0,54.6,-161.5,57.572791384597046,-2.972791384597045,50.42720861540297
1977.0,8.0,58.6,-160.5,61.514970896820564,-2.914970896820563,50.48502910317945
1977.0,9.0,61.3,-159.5,58.95932432208757,2.3406756779124294,55.74067567791244
1977.0,10.0,59.6,-158.5,60.69498209518065,-1.0949820951806473,52.305017904819366
1977.0,11.0,62.0,-157.5,55.541509433491136,6.458490566508864,59.85849056650888
1977.0,12.0,61.2,-156.5,62.60108025006249,-1.4010802500624848,51.99891974993753
